key,year,incoming,value
grads,1999,106,11
grads,2000,69,19
grads,2001,105,14
grads,2002,85,14
grads,2003,85,20
grads,2004,84,11
grads,2005,82,17
grads,2006,82,9
grads,2007,82,19
grads,2008,109,29
grads,2009,102,0
grads,2010,111,0
grads,2011,118,0
retn,1999,106,16
retn,2000,69,5
retn,2001,105,15
retn,2002,85,9
retn,2003,85,12
retn,2004,84,11
retn,2005,82,17
retn,2006,82,26
retn,2007,82,18
retn,2008,109,26
retn,2009,102,0
retn,2010,111,0
retn,2011,118,0
