key,year,incoming,value
grads,1999,0,0
grads,2000,0,0
grads,2001,2,1
grads,2002,15,0
grads,2003,13,2
grads,2004,18,0
grads,2005,27,11
grads,2006,13,3
grads,2007,10,3
grads,2008,13,6
grads,2009,10,0
grads,2010,17,0
grads,2011,15,0
retn,1999,0,0
retn,2000,0,0
retn,2001,2,0
retn,2002,15,9
retn,2003,13,3
retn,2004,18,11
retn,2005,27,9
retn,2006,13,6
retn,2007,10,1
retn,2008,13,5
retn,2009,10,0
retn,2010,17,0
retn,2011,15,0
